Dead Cells,https://deadcells.wiki.gg/wiki/,deadcells.png
Stardew Valley,https://stardewvalleywiki.com/,stardew.png
Terraria,https://terraria.wiki.gg/wiki/,terraria.png
Minecraft,https://minecraft.wiki/w/,minecraft.png
Enter the Gungeon,https://enterthegungeon.wiki.gg/wiki/,etg.png
The Binding of Isaac: Rebirth,https://bindingofisaacrebirth.fandom.com/wiki/,tboi.png
